gage_ID,p/pet,swe/P,years_data,p_mm_wy,p_mm_jja,p_mm_son,p_mm_djf,p_mm_mam,pet_mm_wy,pet_mm_jja,pet_mm_son,pet_mm_djf,pet_mm_mam,T_max_c_wy,T_max_c_jja,T_max_c_son,T_max_c_djf,T_max_c_mam,T_min_c_wy,T_min_c_jja,T_min_c_son,T_min_c_djf,T_min_c_mam,pcumdist10days,pcumdist50days,pcumdist90days,swe_mm_wy,swe_mm_jja,swe_mm_son,swe_mm_djf,swe_mm_mam,srad_wm2_wy,srad_wm2_jja,srad_wm2_son,srad_wm2_djf,srad_wm2_mam,pdsi_wy,pdsi_jja,pdsi_son,pdsi_djf,pdsi_mam,jjaflow,sonflow,djfflow,mamflow,jjanoflow,sonnoflow,djfnoflow,mamnoflow,jjacount,soncount,djfcount,mamcount,totaldataperwyear,totalflowperwyear,totalnoflowperwyear,annualfractionnoflow,jjafractionnoflow,sonfractionnoflow,djffractionnoflow,mamfractionnoflow,annualfractionflow,jjafractionflow,sonfractionflow,djffractionflow,mamfractionflow,peakflow,peakflowmmd,peakdatewy,lowflow,lowflowmmd,lowdatewy,zeroflowfirst,zeroflowcentroiddate,zeroflowfirstjja,zeroflowcentroiddatejja,zeroflowfirstson,zeroflowcentroiddateson,zeroflowfirstdjf,zeroflowcentroiddatedjf,zeroflowfirstmam,zeroflowcentroiddatemam,area_norm_yield_mm,cumdist10days,cumdist50days,cumdist90days,totalflowperiods,meanlengthflow,maxlengthflow,minlengthflow,medianlengthflow,totalnoflowperiods,meanlengthnoflow,maxlengthnoflow,minlengthnoflow,medianlengthnoflow,cvlengthflow,cvlengthnoflow,US_L3NAME,NA_L2NAME,NA_L1NAME,knoben_aridity,knoben_seasonality,knoben_snowfrac,HLR,station_nm,dec_lat_va,dec_long_va,DRAIN_SQKM,STATE,CLASS,SNOW_PCT_PRECIP,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_DESC,FRESHW_WITHDRAWAL,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,IMPNLCD06,ELEV_MEAN_M_BASIN,SLOPE_PCT,AWCAVE,PERMAVE,CLAYAVE,SILTAVE,SANDAVE,TOPWET,depth_bedrock_m,porosity,storage_m,log_k,log_q0,p_value,k
2462951,1.129835584,0.002954324,34,1449.147059,327.9117647,325.6470588,403.3823529,393.9411765,1282.617647,467.7352941,271.6176471,164.1176471,374.7941176,22.87102328,32.00374041,23.353941,12.65110752,23.17257033,9.592610225,19.3761509,9.498202232,0.112560871,9.078932225,46.44117647,176.4117647,320.4117647,4.28125,0,0,3.90625,0.375,191.8180286,258.5415601,168.365631,111.1910723,227.0533887,-0.155473856,-0.094444444,-0.188660131,-0.213235294,-0.09996732,88.5,79,87.97058824,90.23529412,3.411764706,10.82352941,2.294117647,1.764705882,92,90.11764706,90.26470588,92,364.3823529,345.7058824,18.29411765,0.050057903,0.037084399,0.118939884,0.025310637,0.019181586,0.948894555,0.961956522,0.877828054,0.974689363,0.980818414,86432.35294,19.27830306,146.9411765,16.17794118,0.00360841,149.4411765,73.88888889,163.7954087,25.23809524,44.52026811,22.81818182,46.65086526,7.5,14.57132867,51.54545455,72.20738709,601.7208382,75.79411765,152.7352941,271.4411765,10.55882353,125.83829,251.9705882,77.73529412,107.8382353,9.794117647,1.515884073,3.892857143,1,1.214285714,1.727853099,0.492063225,Southwestern Appalachians,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,0.40236,0.481748,0,4,BLACK WARRIOR RIVER AT HOLT L&D NEAR HOLT AL.,33.25317258,-87.4491703,10933.8,AL,Non-ref,2.9,sedimentary,sedimentary,Sandy and stony colluvium derived mostly from sandstone and shale,112.4,0.06,8,4591.9,9.49,57.59,17.84,1.6,0,2.11,198.109,6.684072,0.13,2,25.97,41.5,32.54,12.5839,20.18492737,0.155365212,3.136035519,0.651904981,-1.960169347,0,4.486472202
3052500,1.235433838,0.031554611,39,1333.666667,387.9230769,284.0769231,290.6923077,363.974359,1079.512821,401.025641,228.4358974,126.2307692,321.1794872,16.75321097,26.75011148,17.66407346,5.36137754,16.93614827,4.211424777,14.32483278,4.565258743,-5.633666761,3.289241918,45.8974359,199.4871795,325.1282051,42.08333333,0,5.945945946,38.94444444,19.72222222,164.1365504,243.2867893,134.2593989,83.32201559,193.1755853,-0.130705128,-0.031452991,-0.101111111,-0.165754986,-0.212535613,91.97435897,90.17948718,90.25641026,92,0.025641026,0.051282051,0,0,92,90.23076923,90.25641026,92,364.4871795,364.4102564,0.076923077,0.000210364,0.000278707,0.000563539,0,0,0.999789636,0.999721293,0.999436461,1,1,476.3333333,31.34562469,151.4871795,0.393333333,0.025883721,255.6153846,319,319.25,49,49,11,11.5,,,,,697.7673573,64.02564103,154.9230769,260.1538462,1.051282051,355.8589744,362.8461538,348.8717949,355.8589744,0.051282051,1.5,1.5,1.5,1.5,1.060467518,,Central Appalachians,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,0.33189,0.331138,0.079808,16,"SAND RUN NEAR BUCKHANNON, WV",38.96398938,-80.1525806,37.3,WV,Non-ref,18.8,sedimentary,sedimentary,Sandy and stony colluvium derived mostly from sandstone and shale,5.8,0,0,0,8.88,78.83,11.06,0.14,0,0.53,577.4708,12.61272,0.13,1.68,23.45,54.63,21.91,12.27235,11.20731844,0.173529409,1.944799348,0.97471237,-1.753669755,0,9.434358381
3159540,0.987462399,0.021648714,39,1052.153846,301.0512821,227.025641,225.4102564,292.2820513,1065.512821,428.1538462,216.5384615,104.7948718,313.4871795,18.0431912,28.83391862,19.00683868,5.584247832,18.42834448,4.929873781,15.45309365,5.181474347,-5.318762719,4.100780379,48.15384615,199.8974359,322.974359,22.77777778,0,0.810810811,20.38888889,10.27777778,172.0166071,256.9300446,143.1083242,84.63644845,200.7943144,0.026175214,0.141595442,0.088789174,0.032450142,-0.154415954,92,89.56410256,90.25641026,92,0,0.641025641,0,0,92,90.20512821,90.25641026,92,364.4615385,363.8205128,0.641025641,0.001751436,0,0.007044238,0,0,0.998248564,1,0.992955762,1,1,3428.102564,20.67907943,179.3589744,1.511282051,0.00911639,223.7692308,173,181.75,,,6,35.52,,,,,382.6146532,80.82051282,159.6666667,251.2820513,1.076923077,354.008547,364.025641,346.6923077,351.3076923,0.076923077,10.75,11,10.5,10.75,1.491836108,0.202030509,Western Allegheny Plateau,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,0.451061,0.422526,0.074263,6,Shade River near Chester OH,39.06368935,-81.8818024,400.9,OH,Ref,14,sedimentary,sedimentary,Sandy and stony colluvium derived mostly from sandstone and shale,7.9,0.34,0,0,6.76,65.26,26.7,0.09,0,0.57,244.2003,8.460286,0.14,0.94,36.83,52.87,10.29,13.35472,4.480835846,,,1.042416566,-1.656225157,0,11.0259639
3206600,1.078932109,0.017984138,37,1206.945946,344.7567568,251.1621622,266.4594595,335.7297297,1118.648649,427.8648649,229.2162162,122.7837838,335.972973,18.66074484,28.75934195,19.28098857,6.955219945,19.32896592,6.74117103,16.88880729,6.999227799,-3.255971026,6.024647474,48.2972973,199.972973,323.6216216,21.70588235,0,0.742857143,20.67647059,5.911764706,172.8207954,255.6045828,143.7770988,88.57664258,200.9004113,0.216764264,0.196426426,0.190465465,0.265465465,0.260780781,92,89.2972973,90.27027027,92,0,0.081081081,0,0,92,89.37837838,90.27027027,92,363.6486486,363.5675676,0.081081081,0.00022214,0,0.000891001,0,0,0.99977786,1,0.999108999,1,1,1102.351351,27.3705057,164.4864865,0.768378378,0.019078223,226.8918919,350,351,,,15,16,,,,,462.7068308,79.91891892,163.4864865,251.3783784,1.027027027,360.2972973,364.8378378,355.7567568,360.2972973,0.027027027,3,3,3,3,1.312640213,,Central Appalachians,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,0.429673,0.423865,0,16,"EAST FORK TWELVEPOLE CREEK NEAR DUNLOW, WV",38.0118333,-82.3059722,99.6,WV,Non-ref,11,sedimentary,sedimentary,Sandy and stony colluvium derived mostly from sandstone and shale,12.1,0,0,0,4.04,84.5,0.26,0.01,0,0.53,340.5257,23.81073,0.11,3.27,19.83,54.99,25.18,11.91431,5.206032423,0.182027532,0.947641234,1.042553868,-1.661371725,0,11.02945029
3217000,1.023840221,0.01962517,39,1160.641026,334.5384615,237.6410256,253.025641,327.9230769,1133.615385,439.974359,237.8205128,119.5897436,333.7179487,18.61802373,29.13135452,19.528231,6.527952162,18.98085284,5.903767862,16.33316611,6.090266942,-4.364703672,5.247324415,48.82051282,200.6923077,321.3333333,22.77777778,0,0.675675676,20.80555556,7.75,175.5885684,257.9222408,147.7512945,89.79773645,204.4247492,0.03795584,0.041139601,-0.010783476,0.034102564,0.103874644,91.8974359,90.17948718,90.25641026,92,0.102564103,0.051282051,0,0,92,90.23076923,90.25641026,92,364.4871795,364.3333333,0.153846154,0.000420729,0.001114827,0.000563539,0,0,0.999579271,0.998885173,0.999436461,1,1,6662.564103,25.90765035,182.6410256,2.597948718,0.010102229,185.5384615,328,336.1666667,84,85.5,13,13.5,,,,,446.9820494,79.05128205,163.974359,256.6923077,1.051282051,358.9487179,364.2564103,356.2820513,356.3076923,0.051282051,3,4,2,3,1.493899632,0.471404521,Western Allegheny Plateau,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,0.412612,0.464871,0,9,"TYGARTS CREEK NEAR GREENUP, KY",38.5642453,-82.9521158,625.8,KY,Non-ref,13,sedimentary,sedimentary,Sandy and stony colluvium derived mostly from sandstone and shale,9,0,0,0,8.08,67.77,14.28,0.05,0,1.55,285.1478,10.8301,0.14,1.7,28.41,54.56,17.04,11.8457,3.662887679,0.114546815,0.419572116,0.979510032,-1.733210225,0,9.539157782
3228300,1.043276512,0.029427929,30,1079.2,328.6666667,236.9666667,219.3666667,291.9,1034.433333,432.6666667,216.4333333,90.1,295.1333333,15.8408427,27.47155797,17.06454212,2.653280423,15.91155797,4.641909025,15.5698913,5.249304029,-6.365681319,3.860144928,44.16666667,206.8,326.9666667,31.75862069,0,2,30,15.34482759,169.6296806,256.3797101,137.147619,84.51281237,198.6362319,-0.027425926,0.067148148,0.031407407,-0.060666667,-0.211222222,89.5,83.33333333,90.23333333,92,2.433333333,6.666666667,0,0,91.93333333,90,90.23333333,92,364.1666667,355.0666667,9.1,0.024900067,0.026449275,0.073260073,0,0,0.975099933,0.973550725,0.926739927,1,1,2661,24.79279523,176.0666667,0.137,0.001276443,227.3666667,242.8666667,286.3488998,67.55555556,75.37454612,7.666666667,17.30697386,,,,,402.5254783,81.13333333,172.3333333,260.1666667,2.5,241.3731481,342.0666667,186.4333333,226.7666667,1.6,6.115820106,12.06666667,3.333333333,4.6,1.689575759,0.950621336,Eastern Corn Belt Plains,CENTRAL USA PLAINS,EASTERN TEMPERATE FORESTS,0.452583,0.465689,0.1939,9,Big Walnut Creek at Sunbury OH,40.2361735,-82.8512892,262.8,OH,Non-ref,19.8,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",13.5,0.07,0,0,6.23,26.76,65.42,0.14,0,0.67,348.6502,1.015109,0.14,0.77,29.86,55.2,14.94,13.05384,22.04294311,0.140763556,3.102843055,,,,
3237280,1.045035494,0.021909414,39,1162.615385,333.5128205,235.974359,253.7948718,331.4871795,1112.512821,438.8205128,234.8974359,109.6666667,326.6153846,18.17665033,28.93004459,19.17710507,5.753967315,18.53283166,5.973038996,16.54264214,6.421750759,-4.815508907,5.429236343,49.20512821,200.5641026,322.3333333,25.47222222,0,0.702702703,23.30555556,9.416666667,175.2855037,258.8946488,148.2800327,88.0026048,203.4651616,0.01244302,0.009230769,0.036339031,-0.018290598,0.02045584,85.64102564,78.05128205,90.15384615,91.94871795,6.358974359,12.17948718,0.102564103,0.051282051,92,90.23076923,90.25641026,92,364.4871795,345.7948718,18.69230769,0.051153069,0.069119286,0.133840518,0.001139601,0.000557414,0.948846931,0.930880714,0.866159482,0.998860399,0.999442586,386.8384615,29.83814427,164.7948718,0.022051282,0.001700889,216.8205128,139.2272727,183.6169961,50.54545455,65.69183254,16.82352941,33.97062458,10.5,11,75,75.5,398.9047618,86.23076923,165.8717949,244.4615385,2.282051282,241.2096459,329.9487179,196.4102564,220.6153846,1.615384615,14.95075758,20.72727273,10.22727273,14.20454545,1.609401249,0.76624477,Western Allegheny Plateau,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,0.432178,0.466888,0.070289,16,Upper Twin Creek at McGaw OH,38.64368745,-83.21573648,33,OH,Ref,13,sedimentary,sedimentary,Sandy and stony colluvium derived mostly from sandstone and shale,80.5,0,0,0,3.75,92.06,1.93,0,0,0.24,293.6019,16.85177,0.13,2.14,21.81,63.43,14.76,10.94512,5.479596469,,,0.93008542,-1.753975817,0,8.513054628
3238500,1.030332937,0.02247765,32,1109.25,297,238.9375,228.625,340.90625,1076.59375,434.84375,228,103.75,307.3125,17.32469779,28.40889946,18.43504436,4.636200778,17.4955163,6.062467017,16.73233696,6.581761169,-4.774959554,5.422350543,45.3125,198.375,323.03125,24.93333333,0,1.433333333,24.33333333,10.66666667,172.6656924,254.9483696,144.204766,88.41534264,200.765625,-0.050928819,-0.0509375,0.000677083,-0.067048611,-0.041979167,84.75,79.5,90.03125,92,7.25,10.5625,0.21875,0,92,90.0625,90.25,92,364.3125,346.28125,18.03125,0.049347116,0.078804348,0.116071429,0.002403846,0,0.950652884,0.921195652,0.883928571,0.997596154,1,8019.6875,34.61807741,161.9375,0.795625,0.003434424,242.03125,173.4444444,243.4920784,52,68.77560302,14.75,27.26769754,20.5,22.25,,,443.4238722,82.25,166.15625,251.6875,2.59375,227.8729291,325.875,175,205.59375,1.96875,8.418518518,20.05555556,2.388888889,6.138888889,1.581771854,1.041936436,Eastern Corn Belt Plains,CENTRAL USA PLAINS,EASTERN TEMPERATE FORESTS,0.44567,0.504798,0.067451,6,White Oak Creek near Georgetown OH,38.85812494,-83.9285394,568.5,OH,Ref,15,sedimentary,sedimentary,Pre-Wisconsinan drift,5.1,0,0,0,6.8,23.73,68.57,0.2,0,1.37,299.7919,1.27083,0.18,0.65,29.88,55.13,14.98,14.33982,15.47529153,,,0.920122374,-1.829278407,0,8.319981759
3274650,1.000072322,0.03097178,39,1063.692308,320.0769231,239.1794872,195.4358974,303.2307692,1063.615385,442.0769231,226.4358974,91.48717949,300.9230769,16.03462694,27.86931438,17.34087136,2.517447794,16.06251394,4.726397588,15.81404682,5.282713671,-6.68266867,4.17460981,43.25641026,207.7692308,323,32.94444444,0,1.675675676,30.88888889,17.05555556,172.1133616,258.2993311,140.6099987,87.47847281,199.4559643,-0.145491453,-0.066980057,-0.092094017,-0.214643875,-0.192307692,92,90.23076923,90.05128205,92,0,0,0.205128205,0,92,90.23076923,90.25641026,92,364.4871795,364.2820513,0.205128205,0.00056046,0,0,0.002254156,0,0.99943954,1,1,0.997745844,1,331.6153846,30.00566968,167.8461538,0.456923077,0.041343929,203.3076923,126,129.5,,,,,65,68.5,,,421.8263537,81.53846154,168.2051282,258.4358974,1.025641026,360.4615385,361.8461538,359.0769231,360.4615385,0.025641026,8,8,8,8,0.426634259,,Eastern Corn Belt Plains,CENTRAL USA PLAINS,EASTERN TEMPERATE FORESTS,0.41696,0.498891,0.191373,4,"WHITEWATER RIVER NEAR ECONOMY, IN",40.00421314,-85.1155201,26.8,IN,Non-ref,18.3,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",4.7,0,0,0,7.54,8.85,82.14,0.38,0,0.69,347.9613,1.197526,0.13,0.86,26.74,51.72,21.54,13.41155,39.30225806,,,1.122606918,-1.733847872,0,13.26193569
3281500,1.099090848,0.015324269,39,1261.615385,356.2051282,258.8717949,300.2307692,341.2820513,1147.871795,429.3076923,242.2307692,132.3333333,341.3589744,19.339721,29.02159978,20.16919012,8.074131054,19.80287068,6.37225608,16.64459309,6.395924504,-3.464955386,5.605713489,50.17948718,196.4615385,322.1025641,19.33333333,0,0.594594595,17.33333333,5.638888889,175.7474922,253.7787068,149.5595943,93.19322814,204.090301,0.208817664,0.21974359,0.269957265,0.164330484,0.174529915,92,89.84615385,90.12820513,92,0,0.282051282,0,0,92,90.12820513,90.12820513,92,364.2564103,363.974359,0.282051282,0.000772743,0,0.003099465,0,0,0.999227257,1,0.996900535,1,1,17904.10256,23.33551297,154.2307692,16.78564103,0.021877754,206.7948718,184.5,187.4166667,,,28,38.18181818,,,,,494.9580901,76.64102564,157.7692308,250.025641,1.076923077,353.991453,364.5641026,346.3589744,351.0512821,0.076923077,3.25,4,2.5,3.25,1.547363598,0.471404521,Central Appalachians,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,0.413046,0.420092,0,11,"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",37.47981018,-83.6751923,1838.2,KY,Ref,10.7,sedimentary,sedimentary,Sandy and stony colluvium derived mostly from sandstone and shale,2.9,0,0,0,5.95,82.85,4.34,0.31,0,0.92,366.2816,22.24393,0.13,2.34,23.13,55.11,21.76,11.85028,4.360885726,,,1.023687462,-1.7050565,0,10.5605725
3282500,1.027096115,0.012613872,31,1166.516129,328.5806452,238.6451613,269.1612903,327.1290323,1135.741935,433.1935484,238,126.4516129,335.1935484,19.21388765,29.24873773,20.05755662,7.74810666,19.49873773,6.639614396,16.87570126,6.759745701,-3.216972311,5.818758766,50.4516129,196.7419355,323.2903226,14.71428571,0,0.137931034,13.57142857,3.678571429,174.1392073,254.1612903,148.6783201,89.72596006,201.8502805,0.179650538,0.34344086,0.167437276,-0.009569892,0.169354839,91,82.06451613,90.19354839,92,1,5.161290323,0.064516129,0,92,87.22580645,90.25806452,92,361.483871,355.2580645,6.225806452,0.017328311,0.010869565,0.06053104,0.000716846,0,0.982671689,0.989130435,0.93946896,0.999283154,1,1540.83871,22.03602617,166.3225806,0.583870968,0.008350125,233.4516129,202.1,236.4027966,67.33333333,77.4,3.25,26.0375,1,1.5,,,441.3879984,80.74193548,161.9677419,244.7096774,1.225806452,325.9946237,354.0322581,304.0967742,319.8548387,0.451612903,16.7,19.3,14.6,16.2,1.354006093,0.740089758,Western Allegheny Plateau,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,0.420012,0.469637,0,11,"RED RIVER NEAR HAZEL GREEN, KY",37.8123083,-83.4637953,170.8,KY,Ref,10,sedimentary,sedimentary,Sandy and stony colluvium derived mostly from sandstone and shale,1.4,0,0,0,6.55,77.13,10.56,0,0,1.25,341.4602,11.43303,0.14,2.36,26.34,55.75,17.91,12.50129,3.885801242,,,0.993656979,-1.704331116,0,9.855007942
3285000,1.078779307,0.01242711,39,1251.74359,325.7948718,272.1282051,288.4358974,360.0512821,1160.333333,448.6923077,245.7948718,127.1794872,335.9487179,19.43747926,29.66627648,20.32365201,7.715218684,19.74336678,7.235914192,17.44498328,7.388627598,-2.913957609,6.719732441,47.48717949,192.974359,324.2051282,15.55555556,0,0.189189189,13.25,5.166666667,176.6051875,258.520903,151.2981121,90.31578849,203.8528428,0.163283476,0.249259259,0.163547009,0.077891738,0.155868946,91.56410256,90.17948718,90.25641026,91.92307692,0.435897436,0.051282051,0,0,92,90.23076923,90.25641026,91.92307692,364.4102564,363.9230769,0.487179487,0.001333587,0.004738016,0.000563539,0,0,0.998666413,0.995261984,0.999436461,1,1,11176.15385,33.07251668,160.3846154,1.586666667,0.00469527,195.2307692,323.25,325.125,52,55.75,16,16,,,,,514.6758886,72.35897436,152.7692308,251.3589744,1.102564103,346.2051282,360.7692308,331.6410256,346.2051282,0.102564103,4.75,4.75,4.75,4.75,1.113267852,,Interior Plateau,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,0.421308,0.510535,0,11,"DIX RIVER NEAR DANVILLE, KY",37.6420234,-84.6607768,822.3,KY,Ref,10.5,sedimentary,sedimentary,"Red clay, massive clay that is generally kaolinitic",3.8,0,0,0,5.71,41.42,50.08,0.39,0,0.72,315.0837,5.956756,0.15,1.11,38,51.78,10.21,12.27105,3.76738869,,,0.983802168,-1.666705566,0,9.633900761
3291780,1.154809221,0.021718867,39,1192,311.1794872,264.3076923,245.8717949,365.4102564,1032.205128,419.7692308,214.3076923,96.8974359,298.8974359,17.59891699,28.77842809,18.74939835,4.797147553,17.74662765,6.055807705,16.93021182,6.480273825,-5.014606618,5.509726867,42.66666667,195.3846154,321.2564103,25.88888889,0,0.594594595,24.75,10.66666667,176.5213836,261.791806,147.8172702,88.78231114,205.1443701,0.079871795,0.167663818,0.039558405,0.000997151,0.102051282,83.94871795,71.8974359,90.02564103,92,8.051282051,18.33333333,0.230769231,0,92,90.23076923,90.25641026,92,364.4871795,337.8717949,26.61538462,0.072828075,0.087513935,0.201465201,0.002535926,0,0.927171925,0.912486065,0.798534799,0.997464074,1,1171.076923,40.0732644,162.4615385,0.086923077,0.002974434,293.9230769,135.4444444,212.2263389,51.55555556,66.27929401,11.13636364,27.60821438,1,5,,,517.0958242,73.25641026,164.5384615,255.8717949,2.384615385,221.3081197,319.6923077,167.6666667,196.974359,2.051282051,16.93333333,26.37037037,10.07407407,15.7037037,1.556978464,0.95922356,Interior Plateau,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,0.41501,0.45362,0.068892,9,"INDIAN-KENTUCK CREEK NEAR CANAAN, IN",38.8781136,-85.2571788,71.4,IN,Ref,14,sedimentary,sedimentary,Pre-Wisconsinan drift,644.2,0.18,0,0,3.21,51,44.25,0.15,0,0.28,278.307,3.531692,0.15,0.67,35.04,50.19,14.76,12.02306,10.36384705,,,0.869023519,-1.873338555,0,7.396453287
3293000,1.048715717,0.014670566,38,1236.684211,328.3947368,259.2368421,278.2894737,363.5789474,1179.236842,464.8684211,246.5263158,123.0789474,341.7105263,19.36382155,30.23672769,20.22260048,6.963650794,19.70042906,7.828520532,18.44568078,8.027021684,-2.779990361,7.30632151,47.34210526,194.6578947,319.9736842,18.14285714,0,0.472222222,16.77142857,5.2,176.9965576,260.1741991,150.0984318,89.95314568,205.25,0.143947368,0.106812865,0.197192982,0.162573099,0.181374269,91.94736842,89.10526316,90.26315789,92,0.052631579,0.342105263,0,0,92,89.44736842,90.26315789,92,363.7105263,363.3157895,0.394736842,0.001080092,0.000572082,0.003759399,0,0,0.998919908,0.999427918,0.996240602,1,1,733.6052632,36.52604308,190,0.757105263,0.037696103,251.9736842,230,237.8148148,85,85.5,15,24.46428572,,,,,498.8367089,64.47368421,176.1578947,291.1842105,1.105263158,357.3473684,364.0789474,355.5263158,355.7105263,0.157894737,2.75,3.333333333,2.333333333,2.666666667,2.009713189,0.559246995,Interior Plateau,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,0.45749,0.494365,0,3,"M FK BEARGRASS CR AT OLD CANNONS LN AT LOUISVILLE,",38.237293,-85.6646834,48.8,KY,Non-ref,11.5,sedimentary,sedimentary,"Cherty red clay; similar to rls, but with chert from parent rock",1241.6,0,0,0,77.82,18.22,3.2,0.17,0,25.32,184.7729,1.17288,0.17,1.01,37.34,54.93,7.73,12.44286,4.689991372,0.064056121,0.300422655,0.992121873,-1.766264569,0,9.820234824
3294000,1.042073995,0.016454296,39,1205.358974,302.5897436,263.4871795,264.3846154,369.5384615,1156.692308,458.025641,243.3333333,116.4871795,336.1025641,19.20118712,30.12168339,20.09808812,6.651514042,19.61560758,7.160888405,17.82784281,7.280472449,-3.480516891,6.702703456,45.79487179,194.6923077,322.8974359,19.83333333,0,0.351351351,18.41666667,6.055555556,176.607115,259.8464326,149.582898,89.81635829,204.6755853,0.199579772,0.199145299,0.172094017,0.183361823,0.241339031,92,90.15384615,90.25641026,92,0,0.076923077,0,0,92,90.23076923,90.25641026,92,364.4871795,364.4102564,0.076923077,0.000210172,0,0.000845309,0,0,0.999789828,1,0.999154691,1,1,5845.384615,29.10404014,167.5897436,1.386666667,0.006904182,242.3846154,361,362,,,26,27,,,,,453.8641445,80.38461538,164.3846154,245.7692308,1.025641026,360.5384615,365.1282051,355.9487179,360.5384615,0.025641026,3,3,3,3,1.398586893,,Eastern Corn Belt Plains,CENTRAL USA PLAINS,EASTERN TEMPERATE FORESTS,0.45749,0.494365,0,11,"SILVER CREEK NEAR SELLERSBURG, IN",38.3706226,-85.7263521,489.3,IN,Non-ref,12.9,sedimentary,sedimentary,Pre-Wisconsinan drift,43.1,0.06,0,0,8.03,56.12,31.27,0.8,0,2.16,184.3863,4.619874,0.16,1.06,28.57,56.02,15.41,12.72239,8.518545627,,,1.031761788,-1.640157456,0,10.7587493
3295890,1.080089121,0.017749724,36,1252.333333,326.6111111,263.8055556,288.1666667,371,1159.472222,456.3888889,250.4722222,119.2777778,333.1111111,19.1226447,30.02958937,20.14352869,6.733407272,19.35108696,6.49676635,17.06491546,6.737851038,-3.893556505,5.86548913,46.61111111,193.1666667,319.6111111,22.22857143,0,0.722222222,20.6,8.028571429,176.6011688,259.2086353,150.7387057,88.51388211,205.8873792,0.22996142,0.324814815,0.111574074,0.10882716,0.305802469,90.66666667,86.72222222,90.25,92,1.277777778,3.444444444,0,0,91.94444444,90.16666667,90.25,92,364.3611111,359.6388889,4.722222222,0.012925119,0.013888889,0.037851038,0,0,0.987074881,0.986111111,0.962148962,1,1,10235.55556,37.18892704,162.3611111,1.591944444,0.005784025,236.2777778,147.1818182,169.9111613,63.5,68.75,27.14285714,35.97673405,,,,,511.3313697,76.55555556,155.3888889,252.25,1.416666667,301.3634259,354.6666667,258.4722222,293.1944444,0.5,9.96969697,12.18181818,7.636363636,10.09090909,1.374841098,0.66408941,Interior Plateau,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,0.397797,0.536696,0.079115,11,"BRASHEARS CREEK AT TAYLORSVILLE, KY",38.0370083,-85.3407867,670.7,KY,Non-ref,14.7,sedimentary,sedimentary,"Red clay, massive clay that is generally kaolinitic",6.1,0.6,0,0,7.87,19.24,71.52,0.48,0,1.74,236.8783,3.3296,0.15,0.64,41.74,51.3,6.96,12.72078,4.579722537,0.069080565,0.316369822,0.940858054,-1.734873951,0,8.726860911
